c_title	c_upload_time	c_duration	c_description	c_media_id	c_title_s	c_uploader	
王者荣耀德古拉解说：项羽火焰山兵乓火球模式开启！	2017-04-30 00:00:00	04:49	本期德古拉为大家带来英雄项羽火焰山模式第一视角视频，推土机模式强势开启，一推一火天下无敌！	i0398aix1nt	王者荣耀德古拉解说：项羽火焰山兵乓火球模式开启！	德古拉Dracula	
王者排位日志【137】膀胱局韩信套路齐出四连超凡！	2017-04-30 00:00:00	28:49	本期德古拉为大家带来钻石局韩信第一视角实战攻略，只要速推就是要效率，不墨迹！	k0398i9ox0v	王者排位日志【137】膀胱局韩信套路齐出四连超凡！	德古拉Dracula	
王者荣耀德古拉解说：虞姬浪起来水晶它也扛不住！	2017-04-30 00:00:00	16:53	本期德古拉为大家带来钻石局虞姬第一视角实战攻略，连招一套，谁也挡不住，水晶也不行！	v03986lavx9	王者荣耀德古拉解说：虞姬浪起来水晶它也扛不住！	德古拉Dracula	
王者荣耀德古拉解说：疯狂牛魔，送你上天看月亮！	2017-04-30 00:00:00	15:40	本期德古拉为大家带来钻石局牛魔第一视角实战攻略，你想上天吗？可好玩了！	f0398sc2y6k	王者荣耀德古拉解说：疯狂牛魔，送你上天看月亮！	德古拉Dracula	
王者荣耀德古拉解说：娜可露露速推不墨迹高地水晶一起拿！	2017-04-30 00:00:00	10:45	本期德古拉为大家带来钻石局娜可露露第一视角实战攻略，只要速推就是要效率，不墨迹！	s0398fk1oa5	王者荣耀德古拉解说：娜可露露速推不墨迹高地水晶一起拿！	德古拉Dracula	
王者排位日志【138】大逆风净化露娜的稳扎稳打！	2017-04-30 00:00:00	21:02	本期德古拉为大家带来钻石局露娜晋级赛第一视角实战攻略，露娜大秀全场，稳稳得来！	u0398j6adoi	王者排位日志【138】大逆风净化露娜的稳扎稳打！	德古拉Dracula	
王者荣耀德古拉解说：长腿欧尼百步穿杨玩射术！	2017-04-30 00:00:00	13:05	本期德古拉为大家带来钻石局虞姬第一视角实战攻略，百步穿杨打的是准，要的是狠！	v0398tjhqux	王者荣耀德古拉解说：长腿欧尼百步穿杨玩射术！	德古拉Dracula	
王者荣耀德古拉解说：马可波罗偶遇双传送组合的遭遇战！	2017-04-30 00:00:00	18:40	本期德古拉为大家带来钻石局马可波罗第一视角实战攻略，双传送的组合又怎样？输出给力照样遇谁秒谁！	u0398murbxw	王者荣耀德古拉解说：马可波罗偶遇双传送组合的遭遇战！	德古拉Dracula	
王者荣耀德古拉解说：韩信王者晋级局的爬坑路！	2017-04-30 00:00:00	13:51	本期德古拉为大家带来钻石局韩信第一视角实战攻略，晋级赛的困境，奋起直追，这号就是要上王者！	c0398bh1elc	王者荣耀德古拉解说：韩信王者晋级局的爬坑路！	德古拉Dracula	
王者荣耀德古拉解说：元芳大乱斗一炸双王完美四杀！	2017-04-29 00:00:00	08:17	本期德古拉为大家带来英雄李元芳大乱斗模式第一视角视频，大耳朵连环爆，哄人拆塔没毛病！	o039897642t	王者荣耀德古拉解说：元芳大乱斗一炸双王完美四杀！	德古拉Dracula	
王者排位日志【139】杨戬打野，哪吒竟然要睡我？	2017-04-29 00:00:00	13:51	本期德古拉为大家带来王者局杨戬第一视角实战攻略，高手的寂寞无敌的冷！	u0398991r0w	王者排位日志【139】杨戬打野，哪吒竟然要睡我？	德古拉Dracula	
王者荣耀德古拉解说：子龙长枪所指，所向披靡！	2017-04-29 00:00:00	14:08	本期德古拉为大家带来钻石局赵云第一视角实战攻略，戳的准才能走向人生巅峰！	g039828bjtg	王者荣耀德古拉解说：子龙长枪所指，所向披靡！	德古拉Dracula	
王者荣耀德古拉解说：加勒比虞姬速推高地捡人头！	2017-04-29 00:00:00	09:53	本期德古拉为大家带来钻石局虞姬第一视角实战攻略，人头捡的好才是祖传的！	j0398zjcknh	王者荣耀德古拉解说：加勒比虞姬速推高地捡人头！	德古拉Dracula	
王者荣耀德古拉解说：白起钻石局速推套路玩的就是效率！	2017-04-29 00:00:00	09:11	本期德古拉为大家带来钻石局白起第一视角实战攻略，速推套路好，玩的快就是没压力！	j0398fyxv0p	王者荣耀德古拉解说：白起钻石局速推套路玩的就是效率！	德古拉Dracula	
王者荣耀德古拉解说：二哈大乱斗丝血无限击杀！	2017-04-29 00:00:00	06:46	本期德古拉为大家带来英雄成吉思汗大乱斗模式第一视角视频，大狼狗飚起车了，谁也挡不住！	e0398ev4wao	王者荣耀德古拉解说：二哈大乱斗丝血无限击杀！	德古拉Dracula	
王者荣耀德古拉解说：孙尚香火焰杀手16杀滚地炮就是牛！	2017-04-29 00:00:00	04:12	本期德古拉为大家带来英雄孙尚香火焰山模式第一视角视频，高攻人头模式开始，秒人就是要畅快起来！	i0398nv0si5	王者荣耀德古拉解说：孙尚香火焰杀手16杀滚地炮就是牛！	德古拉Dracula	
王者排位日志【137】膀胱局韩信套路齐出四连超凡！	2017-04-26 00:00:00	28:39	本期德古拉为大家带来钻石局韩信第一视角实战攻略，只要速推就是要效率，不墨迹！	l0397qnbila	王者排位日志【137】膀胱局韩信套路齐出四连超凡！	德古拉Dracula	
王者荣耀德古拉解说：娜可露露速推不墨迹高地水晶一起拿！	2017-04-26 00:00:00	10:35	本期德古拉为大家带来钻石局娜可露露第一视角实战攻略，只要速推就是要效率，不墨迹！	n0397zwtfdf	王者荣耀德古拉解说：娜可露露速推不墨迹高地水晶一起拿！	德古拉Dracula	
王者荣耀德古拉解说：虞姬浪起来水晶它也扛不住！	2017-04-26 00:00:00	16:43	本期德古拉为大家带来钻石局虞姬第一视角实战攻略，连招一套，谁也挡不住，水晶也不行！	e0397jw6j99	王者荣耀德古拉解说：虞姬浪起来水晶它也扛不住！	德古拉Dracula	
王者荣耀德古拉解说：疯狂牛魔，送你上天看月亮！	2017-04-26 00:00:00	15:39	本期德古拉为大家带来钻石局牛魔第一视角实战攻略，你想上天吗？可好玩了！	k0397tn5vwf	王者荣耀德古拉解说：疯狂牛魔，送你上天看月亮！	德古拉Dracula	
王者荣耀德古拉解说：鲁班七号大乱斗射速惊人只想推塔！	2017-04-26 00:00:00	10:19	本期德古拉为大家带来英雄鲁班七号大乱斗模式第一视角视频，小伙子玩点射，点着点着就能燃起来了！	t039731a97c	王者荣耀德古拉解说：鲁班七号大乱斗射速惊人只想推塔！	德古拉Dracula	
王者荣耀德古拉解说：马可火焰山拼命三郎谁都怕！	2017-04-26 00:00:00	04:54	本期德古拉为大家带来英雄马可波罗火焰山模式第一视角视频，拼命收割，管杀不管埋！	d039774fguy	王者荣耀德古拉解说：马可火焰山拼命三郎谁都怕！	德古拉Dracula	
王者排位日志【136】高渐离闪现大招爆炸一套秒！	2017-04-25 00:00:00	13:44	本期德古拉为大家带来钻石局高渐离第一视角实战攻略，闪现跳大，一曲离歌解千愁！	a0396h4v1hs	王者排位日志【136】高渐离闪现大招爆炸一套秒！	德古拉Dracula	
王者荣耀德古拉解说：虞姬反踹-团战夹缝中的生存之道！	2017-04-25 00:00:00	15:02	本期德古拉为大家带来钻石局虞姬第一视角实战攻略，只要我不想死，谁也别想击杀我！	h03963ijppb	王者荣耀德古拉解说：虞姬反踹-团战夹缝中的生存之道！	德古拉Dracula	
王者荣耀德古拉解说：眦睚必报，杨戬的搏命耍狠！	2017-04-25 00:00:00	16:41	本期德古拉为大家带来钻石局杨戬第一视角实战攻略，拼命三郎的打法，鬼见愁！	p03961wsavo	王者荣耀德古拉解说：眦睚必报，杨戬的搏命耍狠！	德古拉Dracula	
王者荣耀德古拉解说：韩信发高烧反跳送塔服不服！	2017-04-25 00:00:00	12:16	本期德古拉为大家带来钻石局韩信第一视角实战攻略，我也有逗比的时候，比如反跳送塔！	y03965frxzj	王者荣耀德古拉解说：韩信发高烧反跳送塔服不服！	德古拉Dracula	
王者荣耀德古拉解说：子龙大乱斗猛打猛冲就是强势！	2017-04-25 00:00:00	09:53	本期德古拉为大家带来英雄赵云大乱斗模式第一视角视频，轻松把人戳上天的感觉很酸爽！	a03968pagyy	王者荣耀德古拉解说：子龙大乱斗猛打猛冲就是强势！	德古拉Dracula	
王者排位日志【134】求稳露娜一波四杀毁天灭地！	2017-04-25 00:00:00	25:03	本期德古拉为大家带来钻石局露娜第一视角实战攻略，厉不厉害，一波就够，怒杀四杀还有谁！	b0396zb4krf	王者排位日志【134】求稳露娜一波四杀毁天灭地！	德古拉Dracula	
王者荣耀德古拉解说：项羽火焰山兵乓火球模式开启！	2017-04-25 00:00:00	04:43	本期德古拉为大家带来英雄项羽火焰山模式第一视角视频，推土机模式强势开启，一推一火天下无敌！	m03964zz2tz	王者荣耀德古拉解说：项羽火焰山兵乓火球模式开启！	德古拉Dracula	
王者荣耀德古拉解说：攻速猥琐马可舍生取义为水晶！	2017-04-25 00:00:00	18:50	本期德古拉为大家带来钻石局马可第一视角实战攻略，路见不平一声吼，该出手时就出手，汉子怎么可以怂，该上就得上！	d0396eejb49	王者荣耀德古拉解说：攻速猥琐马可舍生取义为水晶！	德古拉Dracula	
王者排位日志【135】战神杨戬水晶卡位谁来谁死没毛病！	2017-04-25 00:00:00	11:38	本期德古拉为大家带来钻石局杨戬第一视角实战攻略，战神就该有战神的范，全场不死，浪迹天涯！	s0396ngxl8g	王者排位日志【135】战神杨戬水晶卡位谁来谁死没毛病！	德古拉Dracula	
王者荣耀德古拉解说：加勒比虞姬走位也要秀起来！	2017-04-25 00:00:00	11:33	本期德古拉为大家带来钻石局虞姬第一视角实战攻略，走位走的好，怎么可能轻易的躺地，用身法换MVP！	j0396v0rgzg	王者荣耀德古拉解说：加勒比虞姬走位也要秀起来！	德古拉Dracula	
王者荣耀德古拉解说：超级韩信节奏带起来，心理战！	2017-04-25 00:00:00	08:22	本期德古拉为大家带来钻石局韩信第一视角实战攻略，打到对手放弃抵抗，心理强大才是真强大！	n0396fdkr6r	王者荣耀德古拉解说：超级韩信节奏带起来，心理战！	德古拉Dracula	
王者荣耀德古拉解说：狄大人大乱斗疯狂屠戮的开始！	2017-04-25 00:00:00	09:33	本期德古拉为大家带来英雄狄仁杰大乱斗模式第一视角视频，超时空狄大人疯狂小枪piu piu piu！	h03965ef27k	王者荣耀德古拉解说：狄大人大乱斗疯狂屠戮的开始！	德古拉Dracula	
王者荣耀德古拉解说：韩信牵制偷塔拿人头，偶遇木兰惨被秒！	2017-04-25 00:00:00	15:15	本期德古拉为大家带来钻石局韩信第一视角实战攻略，全场凯瑞吹牛王，单挑上路竟被怼死，当场打脸很给力！	x03965lv1kw	王者荣耀德古拉解说：韩信牵制偷塔拿人头，偶遇木兰惨被秒！	德古拉Dracula	
王者荣耀德古拉解说：娜可露露火焰山手撕一切的力量！	2017-04-25 00:00:00	04:16	本期德古拉为大家带来英雄娜可露露火焰山模式第一视角视频，飞鹰走起秒人就是这么酸爽！	g03964q7p9r	王者荣耀德古拉解说：娜可露露火焰山手撕一切的力量！	德古拉Dracula	
王者荣耀德古拉解说：大膀胱局露娜击杀秀满天！	2017-04-25 00:00:00	25:14	本期德古拉为大家带来钻石局露娜第一视角实战攻略，一场旷世大战，露娜的月下战歌走起！	l0396uq7l2e	王者荣耀德古拉解说：大膀胱局露娜击杀秀满天！	德古拉Dracula	
王者荣耀德古拉解说：孙悟空极限阴人，这就是命！	2017-04-25 00:00:00	16:31	本期德古拉为大家带来钻石局孙悟空第一视角实战攻略，万年虐猴，一用猴就被虐！	m0396swilf6	王者荣耀德古拉解说：孙悟空极限阴人，这就是命！	德古拉Dracula	
王者排位日志【132】看好下巴，虞姬强行硬上伪五杀！	2017-04-25 00:00:00	22:33	本期德古拉为大家带来钻石局虞姬第一视角实战攻略，一波强上告诉你谁是现如今的ADC之王！	f0396pyz2z3	王者排位日志【132】看好下巴，虞姬强行硬上伪五杀！	德古拉Dracula	
王者荣耀德古拉解说：太乙真人大乱斗爆炸锅炉很可怕！	2017-04-25 00:00:00	12:34	本期德古拉为大家带来英雄太乙真人大乱斗模式第一视角视频，锅炉连环炸，让你体验开塞露的快感！	l03967vnt9g	王者荣耀德古拉解说：太乙真人大乱斗爆炸锅炉很可怕！	德古拉Dracula	
王者荣耀德古拉解说：高渐离秒天灭地拼输出！	2017-04-25 00:00:00	14:28	本期德古拉为大家带来钻石局高渐离第一视角实战攻略，输出给力就能无限凯瑞！	x0396wg4oas	王者荣耀德古拉解说：高渐离秒天灭地拼输出！	德古拉Dracula	
王者荣耀德古拉解说：孙尚香火焰山翻滚大炮轰不停！	2017-04-25 00:00:00	05:17	本期德古拉为大家带来英雄孙尚香火焰山模式第一视角视频，翻滚吧宝宝，一炮惊魂！	q0396pbs9cl	王者荣耀德古拉解说：孙尚香火焰山翻滚大炮轰不停！	德古拉Dracula	
王者荣耀德古拉解说：貂蝉火焰山一怒拿四杀！	2017-04-25 00:00:00	05:46	本期德古拉为大家带来英雄貂蝉火焰山模式第一视角视频，貂蝉不发飙真当谁都可以来是哇？一波怒到极致的四杀教做人！	n0396f8ijg0	王者荣耀德古拉解说：貂蝉火焰山一怒拿四杀！	德古拉Dracula	
王者荣耀德古拉解说：一哥曹操收了人头忘了打野！	2017-04-25 00:00:00	12:52	本期德古拉为大家带来钻石局曹操第一视角实战攻略，不务正业的打野曹操又来了，什么是打野我咋不知道！	b0396eygmxb	王者荣耀德古拉解说：一哥曹操收了人头忘了打野！	德古拉Dracula	
王者荣耀德古拉解说：高渐离前期被血虐，后期怒发威！	2017-04-25 00:00:00	14:29	本期德古拉为大家带来钻石局高渐离第一视角实战攻略，前期欺负我，虽老也诛，管你是谁！	k0396hhpuyi	王者荣耀德古拉解说：高渐离前期被血虐，后期怒发威！	德古拉Dracula	
王者荣耀德古拉解说：荆轲大乱斗无双杀戮专业阴人！	2017-04-25 00:00:00	10:53	本期德古拉为大家带来英雄荆轲大乱斗模式第一视角视频，只要位置阴的准，没有秒不了脆皮！	f0396xvlrfb	王者荣耀德古拉解说：荆轲大乱斗无双杀戮专业阴人！	德古拉Dracula	
王者荣耀德古拉解说：赵云火焰山七进七出爆老菊！	2017-04-25 00:00:00	05:14	本期德古拉为大家带来英雄赵云火焰山模式第一视角视频，劲爆的戳菊花，无情的屠戮！	a0396qbue78	王者荣耀德古拉解说：赵云火焰山七进七出爆老菊！	德古拉Dracula	
